ids	class label
21 112 34 127 153 14 3017 19 9681 736 34 32 57 406 7 90 1 29 8 337 16 21 463 1106 2 18 338 55 420 11 88 176 21 148 116 22 23 4 2064 1933 7 102 1 29 8 337 16 3 104 281 316 25 4 233 290 2 21 39 312 6 316 276 5 238 274 637 31 83 21 39 387 6 28 97 21 39 497 5 108 21 26 31 0 2 21 312 17 29 1597 100 2 18 449 5 1893 169 21 25 1 114 8 170 2 61 52 64 11 4 6048	5
3 77 1 0 34 9 265 120 10 9682 4 2914 87 1 27 600 21 99 5 259 173 133 867 361 1 162 10 4 181 47 35 222 16 6 19 673 226 6	4
3 25 173 6049 7 815 17 29 4 797 957 83 6 396 22 282 37 1 272 7 29 12 102 2551 57 93 4 184 608 540 4 8018 0 9 707 9683 21 32 0 674 4 266 12 8 24 30 39 3765 11 166 3641 5 6380 166 512 88 30 1 171 1417 7 3268 53 92 8 257 57 1 681 92 8347 166 4376 2 306 90 92 116 22 104 57 1 566 46 820 12 32 684 3 8 148 1524 11 34 2 815 17 29 14 39 7381 92 105 23 66 146 315 4 901 154 46 1224 1118 60 92 8 125 333 12 154 119 1 983 426 3304 11 1 1735 185 5 90 2 173 266 11 1 29 1816 10 1 3335 1223 1 1034 0 102 38 13 23 4 4171 983 10 1 77 147 1 1062 80 190 298 2 455 15 1 590 71 22 3593 0 7038 5 2168 5 6 21 1674 10 4 1245 7 4232 840 1 98 93 612 221 7 759 416 4171 2 32 709 188 1 639 183 7 1 98 2 0 5 4 146 266 92 72 3652 932 7382 14 248 3 411 17 3657 7238 33 6 8 67 37 2781 343 153 3 8231 188 1 744 183 65 314 10 1 353 98 5 155 17 8 1 3840 3 491 4 628 289 3054 989 15 4 5837 1084 6050 11 166 3702 565 122 19 172 25 4 2002 3702 1118 12 17 9 45 7 1 133 212 13 47 86 5 0 1 4517 2495 13 61 108 4 2002 3702 61 5562 45 10 4 1310 446 1 0 0 516 22 13 3 71 22 108 3 151 35 469 5 423 421 5 259 17 29 144 11 1 633 54 415 3 1007 58 31 5344 1115	2
126 105 13 24 77 17 29 24 69 9 1 31 351 2 1451 6 79 4 36 229 2 62 2033 1027 373 185 404 6 19 4 36 29 5 102 614 71 22 928 5 267 41 1 223 938 24 69 9 1 223 1763 6 19 1631 2 4 36 1152 3687 15 39 1 560 2531 2 6024 93 1585 44 50 1333 3093 3 68 66 28 5136 74 39 1 244 1512 11 191 17 9 1 45 29 12 3 77 3 108 6 1143 164 10 316 293 14 52 5 9 1 0 2720 545 6 19 359 4 822 307 13 106 50 1 581 167 4 181 2 162 10 84 5 445 13 5 296 13 104 63 31 9 655 5 35 4080 34 19 375 195 310 2 41 2 13 47 4426 1 209 152 63 1670 0 1 69 190 3 68 172 66 422 74 9 1 1736 16 119 144 3 75 24 4 242 364 7 456 1736 3 73 24 35 698 6 144 16 3 23 2717 12 77 6 3 25 115 66 44 10 142 446 17 564 621 6 8 85 14 557 501 895 307 5896 3 607 189 4 130 29 16 3 68 115 25 4 130 414 18 282 271 27 3 101 49 881 206 17 564 621 65 136 15 4 193 7 885 2 1783 1 231 8 836 2 536 2115 399 2 1 881 139 161 117 24 2078	5
3 115 2370 7 4 4414 204 523 7 710 50 17 29 17 59 9 1387 2 1 31 747 28 43 149 1 825 710 9 14 202 617 15 1 799 524 775 549 14 1102 285 522 1 295 710 46 45 7 1 299 279 335 2 21 23 115 66 422 27 142 649 173 824 154 7 1 378 431	4
28 175 513 2 1 347 9 2098 11 63 743 799 552 288 5 113 6 4 80 120 87 4 1133 9246 962 467 7 1121 254 513 76 3514	5
94 78 10 62 882 110 42 25 4 2002 2212 16 1 31 397 27	3
136 44 198 511 121 15 4 250 1 31 9 43 27 2 13 48 4 289 690 3 25 1537 10 142 1 185 154 14 69 3354 9 12 1 2816 8 4 80 67 1740 680 87 3 37 3 73 35 64 5 99 49 621 916 176	4
128 4092 18 23 66 28 329 5 167 11 615 37 1 8348 664 76 56 27 149 1169 226 1 416 423 917 24 1367 46 4354 1852	5
14 1236 79 66 837 4 1266 398 2 128 1154 10 1 564 342 7 867 2 152 12 19 534 5 167 11 146 6597 192 21 124 195 50 6 19 24 28 534 5 167 11 1 191 183 16 137 21 104 192 5 282 36 546 2 4 36 224 100 12 21 151 35 6051 10 271 4 152 2 18 70 1940 4 573 7 1982 509 350 1066 65 729 22 0 684 44 10 4 238 7 203 21 104 192 5 52 2 21 151 35 64	4
136 10 1 208 952 10 1 4232	5
17 29 9 36 42 719 51 20 988 42 1227 7 1441 20 1 1205 193 7 1 1230 170 1268 2 1 248 9 42 60 3 234 320 1210 56 109 114 254 1934 1089 1577 1833 70 42 491 4 6412 10 4 1195 816 121 3 477 18 26 1808 23 1193 2725 20 4115 88 131 4 1516 207 10 1 121 1603 37 300 291 80 307 1123 3196 5 267 17 29 41	5
3 77 12 0 73 1804 4686 5 63 404 1 26 1631 1334 2 1612 254 2989 15 63 106 1 69 494 281 3 86 24 1337 84 33 4 141 356 9 12 380 174 18 23 25 5 445 40 5 296 40 104 18 26 41 7 4 1217 3 101 1317	4
587 46 726 94 97 1 278 4177 7 1 0 14 250 2 3 37 5 140 153 1489 2 10 163 196 262 425 2268 644 2 9684 1 81 213 26 285 4 80 2387 16 194 28 425 3 47 22 2621 84 1373 19 26 666 154 2 18 23 58 94 332 1157 274 154 7 1 378 79 4 264 33 305 33 31 833 6 19 572 5 1785 572 110 31 34 26 58 936 2 6563 33 1260 11 1211 379 1833 4275 39 617 1 589 183 2 4 9378 328 10 1 0 1 1249 26 1 418 587 46 726 362 7 1 156 3 68 66 44 2 25 36 59 3 68 1298 5 23 1154 1141 59 6 215 22 43 337 39 11 39 38 13 124 224 10 4 29 5 748 58 425 644 21 124 877 9685 20 1194 153 2068 188 1 6052 46 2068 5 914 309 5 722 1 121 416 11 2 267 6 41 30 324 258	3
1 29 5 52 371 775 1115 93 4 553 2 155 4 1978 3839 73 35 771 10 158 1 156 9 42 56 1794 176 1 29 9 1241 669 5 6598 15 859 4693 161 1 29 5 52 38 13 124 4 976 859 364 11 260	5
1872 9 127 159 1 432 50 192 3 230 2596 921 5 189 186 1389 0 6 79 1242 4 484 307 10 163 196 44 19 60 21 77 57 1872 214 509 225 1985 27 3536 15 2129 74 1 123 7383 2 949 1 701 1040 218 1 103 54 3 101 6 3 257 1 266 137 9 17 45 7 256 56 178 701 1040 577 46 367 6 251 238 27 92 182 3 673 104 60 13 633 72 17 45 9 27 2 92 8 127 990 4115 3279 129 10 45 1138 267 41 1 4660 45 1 229 764 2 365 7906 152 148 194 528 1 109 59 1 352 3645 5 490 0 19 60 21 71 22 37 33 97 1 624 59 608 6 522 272 7 178 3 220 37 13 23 5 35 62 2593 98 0 2 7962 159 63 266 1107 13 330 115 48 5 106 48 67 343 199 207 46 48 63 267 53 163 196 2718 3 633 122 1768 12 814 1872 344 40 43 163 5 230 11 629 191	5
25 4 43 1549 156 442 39 515 11 55 475 32 422 11 1 269 7 1 31 390 1 0 9250 2 1305 555 1 29 8 337 65 345 22 35 1 839 97 791 38 18 71 22 2749 49 1331 1 59 114 8 109 414 3 275 6 739 12 72 45 257 90 57 55 156 38 18 32 2196 137 18 104	2
1 1095 26 4 80 750 2 26 786 674 1 197 514 3 68 25 120 1254 1326 301 1499	2
245 28 0 66 4 1129 4287 10 249 446 3 1810 6053 6054 17 186 9 14 202 414 18 26 39 27 14 202 190 57 6053 9 13 47 106 145 4753 207 1121 2 1024 254 13 1710 86 12 15 145 0 30 1129 13 1710 940 49 391 59 389 39 1 634 2 1286 78 2 5312 85 993 15 4 1361 3 258 101 4 4753 1193 0 248 2 6 8 76 0 10 14 2251 28 3 671 30 1 186 11 541 160 3 8 125 12 123 5 106 4 146 45 18 0 14 207 1856 2 1523 40 118 15 4 146 207 30 72 773 894 1313 9 1 5365 1852 28 38 63 62 7143 248 2331 37 40 13 151 35 2182 58 438 5 409 412 333 10 20 1 52	5
43 197 16 355 31 2 223 58 7 1 114 1260 12 18 1004 3469 30 0 735 223 110 137 0 19 223 110 1 1281 7 17 29 9 2206	5
328 520 9 851	3
17 29 9 62 156 3 47 22 416 904 57 6 3 77 1 920 1201 513 1110 1711 2 169 747 28 149 2 1369 6 19 78 5 23 164 37 17 352 74 55 283 4 819 2895 2035	5
85 77 1 0 13 68 952 30 45 18 124 94 97 1 0 32 243 2 626 34 8 585 7 235 11 1 1057 2278 0 8 78 13 71 22 23 5 455 15 1 6599 0 18 124 11 1 731 6912 3950 65 9 78 69 190 1255 9 62 2485 2 9686 1838 16 82 87 12 1 235 8 278 390 38 13 37 1274 1065 441 65 3 86 1032 26 4 1330 847 0 11 854 16 24 271 33 5046 1 720 7 1 2883 8 42 245 361 18 23 4 1183 16 234 4 98 17 186 70 367 24 23 4 1683 33 58 7 1 82 0 86 39 11 39 176 268 45 7 1 91 2511 5 506 11 152 11 1 191 183 390 10 1 236 3 620 50 1 754 12 1 45 11 541 9 67 363 87 17 45	5
5 1666 6 51 17 29 8 42 24 1 29 10 40 284 3 111 42 4 0 0 16 6 439 12 1 3059 26 0 37 1429 4288 450 533 15 8066 713 2 0 2472 3 699 4 1126 223 110 16 466 6 9 67 37 4 660 121 728 1 1208 2 3 1028 1 1132 235 20 4 511 121 28 284 1 353 21 482 21 32 4 728 190 8 42 4 258 4 378 0 2 284 42 284 3 111 673 3628 291 16 21 71 22 1016 5 495 31 223 681 32 899 332 2 543 81 31 8 572 150 211 21 25 4 573 7 1036 4 881 139 2 4 1453 139 123 76 97 804 20 195 683 59 6 232 4 222 54 5 48 4 181 450 2106 16 6 8 511 121 2 771 28 699 258 588 55 393 449 67 2244 15 273 82 87 889 90 92 8 24 43 563 30 39 92 257 10 14 106 2 462 297 14 346 8 37 3736 3 272 7 138 5 106 76 229 1 339 282 2 220 7 1 29 9 94 1794 6 9 4 1222 98 15 467 7 328 780 520 441 9 289 1053 6980 2 175 2657 2844 1 420 1 1132 235 293 33 3 1260 1618 1 340 8 2674 660 18 25 4 1683 853 340 28 660 315 4 1152 8 2061 2 21 571 51 589 94 305 50 1 4215 21 313 4 598 33 21 932 55 3161 116 22 506 10 67 223 46 434 83 1 340 8 42 76 1450	2
10 1 564 1327 249 172 160 0 5099 1 277 4289 17 29 79 66 1 45 416 373 10 14 6493 751 50 0 30 1926 1532 5 1230 0 11 0 0 285 79 60 3 75 224 10 1 201 71 22 56 5942 15 1444 1938 37 3963 16 18 26 586 2 1 59 67 87 344 51 10 1 1566 53 3 8 321 188 1230 0 1 580 30 1 373 32 43 458 15 253 1215 2 1496 4	5
823 20 609 535 37 13 68 24 69 1037 14 609 1282 16 14 402 20 1195 333 511 76	1
8349 17 9 14 202 142 29 74 14 765 262 78 114 132 2229 52 10 1 4787 264 190 6 19 170	5
43 109 528 229 21 112 10 244 93 3683 1441 21 1448 21 165 3040 58 299 96 93 540 6 5 1 287 11 4351 2031 1238 1 31 8 56 27 169 397 36 21 95 45 7 1 244 681 2090 15 1244 129 643 2 555 2 3 95 129 749 7 96 15 45 1381 10 258 21 116 22 234 145 147 203 3950 21 527 173 824 601 65 9 43 2574 10 90 3 23 5 52 64 5 48 58 67 96 2 1204 16 234 5 35 158 3 99 1 730 2 128 65 3 491 28 175 102 1693 2 3 234 5 99 62 106 7 49 2712	4
1 91 7 39 1 2983 120 3008 7 5142 2 56 109 114 70 3 215 22 1404 5851 20 14 1506 3957 30 1 7384 8350 186 3 75 5851 515 174 548 1 308 187 2 14 955 3408 26 38 3 3250 4 1367 705 3 75 24 1808 410 11 1 277 307 10 325 374 7385 1 2929 2929	5
56 36 577 3 61 691 28 15 4 420 37 3145 17 186 9 56 27 28 6 522 337 30 142 54 436 9 4 177 7 4 2529 16 6 19 1419 24 76 222 1 31 884 4 133 221 76 65 9 4 1329 11 14 892 1 31 44 1430 4 187 7313 2 120 87 360 31 176 38 13 68 508 49 577 6 19 24 4 29 12 19 262 849 18 70 480 96 546 680 46 536 2 683 28 34 26 58 3109 486 16 1 8351 44 26 1 577 2 225 161 99 1 5103 225 2765 11 1113 808 635 2 3030 18 26 132 577 26 56 27 2 1162 2 1 566 18 411 497 149 3023 26 1 222 1525 2 6 19 70 24 4 29 192 13 151 35 11 2 41 11 510 221 6 19 70 24 1506 4 218 225 2 4 207 73 559 13 246 868 65 439 323 10 360 31 176 3 108 6 19 226 6 60 19 78 176 9 12 13 410 159 15 63 828 2 18 423 13 63 31 2 18 151 2102 63 181 28 6 1430 37 4 971 7 360 2 280 59 3 2376 17 9 4 278 1759 7 360 822 6 19 94 352 5 14 765 28 3 151 35 64 437 161 226 4 99 38 13 124 11 1 183 2 837 4 218	4
36 253 7 7369 2 4519 27 201 2 3 47 48 1 264 2013 55 2780 1768 152 3 75 2140 51 1 1916 10 421 478 49 4818 2214 9 94 6919 3 70 37 12 18 26 24 39 107 13 37 1 82 381 704 9 53 13 447 11 1 404 3 492 241 1 0 8352 20 1441	5
14 903 2 3 708 7 2265 20 17 29 4 342 7 867 505 21 32 30 1 9687 42 168 1 890 2 92 182 92 8 762 2 92 1168 130 21 23 66 44 584 33 7 17 1983 1 473 54 168 8 366 157 254 121 12 9 0 10 256 7 13 15 366 2 6 19 4 27 455 3 73 2209 338 753 4 538 7 366 157 254 261 11 1 183 10 137 296 40 427 13 57 5342 1 130 9 4 2307 78 616 36 0 18 411 1084 836 1026 7 687 466 7 0 7 687 1 0 9 36 76 14 903 25 4 965 7 701 1113 130 2 18 32 43 1140 15 1 1384 92 312 6 3 23 25 1 9035 2 1 283 683 2 195 32 27 2 149 28 10 1 366 157 254 121 2258 234 5 106 62 827 3 108 17 1730 4 353 130 76 24 158 176 34 32 380 212 5 569 50 742 128 2545 943 7386 2 9688 3 1120 1 9688 2 6 8 1296 2561 204 15 1594 0 107 1 287 3 105 24 416 348 6 1 513 0 753 1214 2 6 1638 40 7 14 625 19 9688 2 117 3 978 1 231 1432 1 80 0 7 1097 26 4286 27 3 105 23 627 1327 7 84 18 26 821 1 418 455 0 1224 528 2 42 4 80 1845 1 270 8 170 303 2 1 798 4727 347 452 28 1309 3 440 904 57 6 12 19 126 27 6 9 99 1 0 13 345 22 35 0 366 48 62 347 288 2598 15 49 184 20 55 103 259 8353 55 266 8 4 418 5143 92 443 40 58 2225 2 3205 40 51 10 1 3043 538 2 20 55 185 259 0 8 219 2 563 76 17 9 4 197 29 16 18 70 23 62 780 328 15 3106 1 110 9 789 268 924 246 1089 1577 10 835 1 165 5104 2 58 27 644 20 1194 617 15 163 196 681 344 17 4 36 29 17 73 35 914 21 73 1275 689 5342	4
17 29 79 66 168 1366 3 426 408 44 53 3 8 141 46 394 390 53 14 0 136 5 292 50 0 89 312 6 1 353 1880 1205 1998 0 2 6 9 300 5 108 57 4439 2 174 700 74 3 387 1 0 53 3 8 4 927 3 71 22 108 3 68 172 25 6 814 309 198 54 3 8 11 191 21 112 144 2 152 1 269 7 1 31 79 284 0 4 177 160 3 8 141 2710 3 75 756 4 187 1681 137 6 9 148 291 3 37 1 27 992 7 39 1 4513 6 19 4 29 12 0 9689 2 163 831 156 38 13 86 1853 4 5734 1853 45 13 71 22 376 57 245 1569 40 20 17	4
0 0 0 0 0 0 0 2680 13 48 1 0 28 28 4 1015 28 28 89 387 1 666 19 3 387 1 398 139 6 25 4 78 80 1101 5 6 59 8 27 1 229 42 215 22 14 711 7 452 12 182 3 47 155 281 58 102 37 6 44 213 32 1015 100 8 332 27 29 5 48 0 3 2376 3 25 4 0 504 0 12 8	3
27 31 2 56 27 208 11 433 20 1456 567 49 369 5024 2400 26 4 1149 4 2585 12 19 127 45 1149 4 2585 10 3817 5978 1 130 9 245 16 1 208 9 281 3 52 99 6 10 695 3 75 94 158 12 13 151 1248	4
407 131 14 123 51 5 17 80 721 1210 74 4 342 7 102 122 363 11 1557 24 4 2011 704 16 18 86 23 1553 1063 25 1 0 210 998 0 509 3867 11 4 996 2172 15 4 193 7 694 1440 331 10 0 1102 25 96 0 43 807 43 1162 694 2 319 15 6055 279 65 112 81 15 14 998 76 136 15 4 291 873 5096 646 327 334 654 749 2 67 857 87 21 105 157 25 1 8354 189 667 210 16 76 3073 185 54 3 73 322 10 62 459 341 2 2520 6 51 418 81 153 21 826 27 59 109 106 0 180 8355 20 1 31 163 15 14 1357 21 151 35 64 134 280 757 15 1537 8354 2 129 213 10 605 907	4
17 9 55 4940 163 196 3 345 22 35 3090 49 179 33 3 23 115 25 62 1418 184 34 3 75 24 56 4 208 2331 16 18 23 359 4 205 253 3 85 167 164 3 37 2 3 68 66 306 18 23 4 1519 681 16 13 71 22 52 5 4 208 29 2 48 2344 140 20 94 97 49 682 524 253 65 9 60 406 301 9 20 1 311 236 163 196 100 13 104 60 12 960 515 1325 2 225 10 515 1282 70 781 2306 5790 2947 11 4670 3 47 1407 51 2496 283 11 134 1476 1780 361	5
296 19 858 6 3699 9 1 0 7 0 53 13 68 95 4 205 2398 7 1252 13 234 7387 297 145 377 15 4 1967 73 86 127 468 13 138 384 12 73 35 20 54 9 1469 5 243 51 1 183 192 1 3699 9 93 18 68 950 169 51 9 1586 2 0 11 1536 2899 7 852 894 1899 37 0 63 2392 4819 2 9690 4 381 402 12 13 47 5419 3699 580 0 39 255 2325 10 40 1 580 32 36 2 1085 40 41 53 3 481 58 301 7387 297 50 4 283 12 3 25 1609 3 165 492 241 84 107 62 4773 9640 46 4 205 2011 3699 0 801 28 52 48 63 1252 7387 297 74 1 3699 580 13 151 714 40	5
38 13 230 11 62 765 2 23 5 1626 402 822 1580 1202 9 63 29 5 373 58 7 49 386 47 35 4 177 1164 16 67 437 119 24 18 23 3438 560 4525 402 822 1220 30 62 1631 236 3 71 22 108 3 23 172 66 0 74 4 7388 53 408 5 17 209 65 9 251 756 78 3 47 22 778 9387 1870 40 168 0 11 57 126 560 164 9 155 14 294 20 3864 11 8997 4820 18 23 4 36 2458 7 5144 2464 65 9 14 5999 169 9 85 56 233 2 300 28 3 47 22 3348 2 285 447 41 15 380 749 1 185 54 13 26 429 5 167 4 29 5 373 99 1580 1202 34 9 164 10 2161	4
43 78 1035 15 4 43 109 114 1 924 32 626 1 1981 8 149 2 1 29 8 243	4
17 8 4 901 156 13 47 24 2578 565 2654 829 13 23 5 892 1317 65 3 117 2 70 2537 4 829 445 3 0 72 445 2 25 62 3043 11 14 3043 9691 4 54 10 1600 3 2537 4 445 119 2 95 4 5762 5470 384 61 445 40 11 510 2106 148 72 445 1 4912 530 3 25 384 296 84 11 53 3 1298 18 32 5 243 1 1400 18 32 901 901 1 6600 32 848 15 3660 3649 0 20 3880 1 310 7 1 1909 25 1030 4277 50 58 708 7 3628 0 1217 3 111 28 4373 57 17 3 23 239 5 2578 84 173 154 160 23 24 9692 4 445 64 50 4 3013 2958 46 3043 86 24 411 17 801 18 26 0	1
24 1 91 218 3 68 172 25 16 4 300 29 5 99 15 1 2553 20 4 570 787 3 25 1 0 9693 2 4 133 0 50 1 39 13 47 157 1116 1371 120 87 8356 8357 19 16 265 5 1103 203 57 1 1979 32 204 2 18 2667 0 40 41 5 14 537 11 4 0 16 6 19 67 7 62 7126 87 273 309	3
10 409 360 31 17 9 14 518 3 285 445 1106 2 48 147 41 1123 500 262 109 16 189 42 147 41 24 1301 181 59 88 38 13 506 3 85 48 1 96 139 15 3314 9694 20 1 193 16 3 73 135 1888 24 4 364 7 1 0 804 3 48 1 1360 143 466 1122 549 2 189 24 28 4446 137 14 247 12 285 5360 15 40 795 1 770 18 48 18 135 6 173 54 3 1007 17 29 122 1118 160 3 6056 56 239 273 50 14 4348 139 3 1710 135 16 10 40 189 4 1160 150	3
85 44 10 49 1511 1465 1 1465 26 242 2 47 35 906 831 74 134 102 49 2038 2 1714 26 6550 3 6056 508 30 82 1240 261 2403 241 6 38 13 124 0 10 58 926 1 412 1574 59 9 360 2 109 3 23 508 18 117 5005 1 310 520 2 367 24 282 33 0 51 33 153 34 9 4 4166 53 1043 63 705 5 451 533 0 773 65 0 958 400 297 15	4
169 3 23 239 44 9 219 13 47 22 52 468 15 63 717 59 9 245 105 35 120 24 43 2263	5
243 1950 2 409 3 136 44 15 14 346 2 21 195 25 4 971 1636 12 1146 45 3006 0 62 0 2 58 9695 6 8 39 210 2 0 76 97 31 3 477 6 19 4 790 874 83 58 7 217 247 18 39 230 1270 140 44 1553 174 4 378 10 142 2 637 2706 189 1131 33 10 40 3 37 1 4759 110 6 19 78 5 35 469 5 48 33 97 33 13 138 2 3 241 195 1 1159 4759 2 1 1572 4759 46 2510 84 753 37 14 1394 11 2932 367 15 166 821 272 431 3 108 17 29 9 271 210 16 3 345 22 140 44 437 42 921 5 1 433 12 6 19 4 1699 3559 7245 2 3 482 1 0 763 22 271 28 668 3 108 18 124 57 488 533 10 45 16 12 194 182 6 19 36 10 4 258 11 1492 962	3
3 77 4526 18 23 586 201 4 205 100 36 340 85 853 2091 102 835 483 49 286 9 43 27 18 23 300 213 38 13 113 4 1443 10 179 13 285 71 22 23 5 162 1198 19 18 23 170 1157 10 163 196 16 48 34 561 1587 6 522 576	5
242 209 109 114	5
14 461 2 3 23 125 5 17 98 20 1716 121 10 564 325 725 5 23 4 208 2 4 965 4 342 867 505 3 112 34 10 1 1093 16 34 8 62 5097 553 2 4 697 5744 553 20 2 1 98 8 337 3 338 14 420 11 2 622 10 14 461 2 1 181 450 221 112 74 2 461 25 24 3488 51 2 1 181 25 42 1242 684 1079 182 3 47 22 955 13 777 63 82 547 1489 51 103 3 463 14 461 92 6601 1079 61 24 955 40 33 4 824 901 1079 117 24 427 40 17 53 3 103 338 14 420 11 345 22 35 125 5 145 7 1 4606 172 144	1
3 56 795 5 86 17 17 98 9 1215 10 256 12 108 666 1279 9 4 36 29 10 358 31 1 916 8 5311 2 4363 284 653 301 72 456 279 14 3948 7 49 1811 6338 50 901 5 1041 1924 1483 79 693 159 1 896 9696 3 68 627 674 1 229 7 1 29 6 8 1164 5 155 1924 1483 25 2127 45 377 30 1 1766 88 3983 12 89 165 66 408 160 7190 3 71 22 48 6 17 9 1 896 98 3 23 172 1963 30 1 114 2 5707 3 0 5 35 1 479 583 8 78 2 109 16 12 813 113 51 10 1 1062 269 7 253 2 31	1
77 17 29 1226 96 1801 20 4 2971 1144 8 170 77 1 229 76	5
3 85 220 4 1192 7 5413 315 5 1103 4 392 87 2603 294 93 1560 1 479 7 4 98 6588 8 542 2 214 2 4 2035 5 1229 14 142 293 8 24 1215 5 157 3 101 1 1 0 0 982 1407 873 1570 2835 334 1279 1109 654 149 834 2 949 15 4 2234 6602 4194 15 4 193 7 885 2 1 1124 2111 646 1407 1345 6 934 873 1 1766 306 40 1 794 32 536 716 5 14 5875 18 32 2030 169 310 8 4527 51 74 389 6982 46 2540 3 165 477 1 3295 2 1 1124 2111 646 1407 8 836 4148 2 5821 2063 24 5 978 4 5972 1721 1299 65 3 75 158 8 921 5 194 3333 2781 15 2976 1468 16 117 24 503 113 212 1311 4728 1 885 8 4 1305 2398 7 63 738 1388 597 9250 1046 9251 865 6 8 24 60 3 8 1176 30 39 53 3 108 7 4 536 825 1407 3 1324 805 39 256 794 7368 15 270 93 0 20 1 744 18 25 72 270 176 3 70 117 24 500 1 2695 5 35 204 3073 61 23 66 120 11 14 995 38 1 794 25 251 6603 536 12 9 17 142 5 40 8 392 87 572 2 33 3 474 34 73 14 280 341 11 435 7 40 3 8 257 126 14 184 8 3 1332 2525 14 3838 33 3 23 44 2 8 909 306 12 6 8 4 91 8358 6588 117 1687 107 4 842 7 368 595 65 8 1660 16 716 1861 1 2946 160 3 75 982 2 1 1095 729 22 954 11 14 995 1463 50 1 675 171 7 1 100 301 26 273 16 849 1 150 211 9 10 1 675 14 31 61 23 66 216 2 12 1013 9 281 3 111 1 142 3129	3
3 112 44 198 417 53 3 8 11 615 3 275 6 8 1278 19 1411 5 358 31 3 8 4 177 6908 198 417 53 3 112 34 3 112 144 198 378 6 8 0 71 22 48 40 468 148 27 16 24 33 355 33 3 1607 24 88 352 21 25 5 162 62 196 10 4 181 1 464 131 90 162 57 510 221 24 2007 10 343 2 350 419 582 510 221 13 9697 1 1095 32 262 27 176 12 8 1 4249	3
36 1138 16 756 4483 10 60 18 23 49 31 370 22 39 12 264	2
3 37 1 9698 2906 1156 1 368 595 9 1855 1180 2 430 0 11 1488 69 6 19 319 3073 6 19 920 49 1050 26 27 76 3 845 4 3050 7 49 8359 1121 1050 2 18 26 28 9699 560 18 124 43 214 176 28 6 19 2061 5 157 67 87 129 1087 154 16 4224 27 1311 87 12 13 165 234 0	4
407 239 2319 2150 5268 19 442 2 3 108 6 79 2355 18 26 148 20 1 197 1070 100 28 1 142 717 32 1117 16 3 25 1 326 3127 206 2 401 135 3 8 521 1219 131 11 283 2 24 810 78 1047 690 2 43 210 354 37 4 2194 7325 1 225 32 28 28 3 71 22 376 97 10 149 597 225 33 18 26 285 5290 37 255 32 73 161 180 84 199 99 10 244 2 53 18 48 1 280 100 125 11 4 133 867 78 912 2 1 393 8 43 109 38 13 363 11 1 183 2 23 66 904 57 6 180 84 4 99	3
650 3 111 641 30 1 198 294 3 23 263 1 31 30 0 4657 648 235 5 35 240 173 54 3 23 66 34 3 111 11 77 15 1993 1721 19 648 6 79 4 1928 1691 143 2 13 47 70 552 6250 1599 395 33 81 18 23 4 351 1519 253 4 81 2 1 441 6 1274 2 300 117 565 135 334 1552 1235 36 29	4
899 738 7389 1165 208 2 223 137 2074 2 5571 8360 1598	4
3 232 14 320 44 1043 4 1250 2 6 8 42 245 21 239 5 52 20 1195 293 21 530 30 200 450 2 1 1542 618 1 581 2017 90 12 4022 758 8 125 5 1937 30 141 450 28 55 196 61 35 597 604 3 8 4 80 6339 15 166 2710 766 0 16 841 21 1674 5 140 64 1 185 154 5 48 55 280 196 53 21 530 21 32 993 74 4 43 109 4730 122 1671 90 55 1489 2 5775 55 3669 21 32 45 7 150 1813 11 1 3322 2 18 1559 90 193 74 193 466 7 815 90 4 80 676 14 461 257 10 4 465 7 343 12 115 136 28 1 5934 8 300 1 59 8 6322 30 91 1 3669 8361 8 1131 160 21 69 959 510 10 200 102 10 1 196 742 2356 2865 3 73 52 64 144 10 1 277 455 3 61 115 52 34 953 280 236 65 9 4473	3
28 14 247 2 3 25 5 525 274 82 41 7 1 404 93 17 184 8 107 16 6 8 0 226 6 91 334 4062 3216 172 319 11 5145 91 1204 3 68 172 25 91 334 1552 595 3 68 172 25 3 70 117 317 49 96 730 128 2 7231 1364 16 1256 32 1 91 3 68 172 25 16 43 27 3 582 2217 57 49 1204 2 334 1552 595 3 71 22 104 60 3772 865 7 566 113 51 1 1381 2103 16 6 19 487 278 2 255 1204 61 778 4414 20 49 369 88 302 599 2 1886 16 122 165 138 5 86 12 1 334 1552 965 18 180 13 9 242 2 1855 1180 1 0 9 288 1732 0 3 47 24 162 5 2810 11 17 962 144 16 160 3 75 305 50 194 1 69 45 122 1168 17 29 6 9 85 576 2 1 162 9 222 30 324 20 1 621 582 1134 679 4 154 118 7 230 42 10 4 2812 1755 1755 19 559 1198	5
170 2229 2 4 36 114 3 85 48 1 2231 63 1558 206 6 19 1097	5
3 75 43 163 12 3 463 0 2721 18 23 109 59 2 1004 15 14 2640 53 3 257 10 62 6425 2691 8 1323 2 568 4038 60 1 590 8 2 88 306 40 126 3 105 1018 6 89 685 59 30 4 586 236 2 115 239 5 1165 40 164 10 1 1462 7 1472 6 8 161 4 4358 5 167 62 1344 402 603 93 3996 15 1154 1141 59 50 0 19 10 359 4 222 54	5
